FECHA,x,y,MCARI_OSAVI,CI_green,NDRE,NDVI,MCARI_OSAVI_RE,MTCI,TCARI_OSAVI,CCCI_simpl,GNDVI,CCCI,N_TOTAL,RVI,CIred_edge,TCARI_OSAVI_RE
10/30/17,673189,2834605,0.0954829475,3.6737774372,0.2551730204,0.7178381109,0.2298357511,0.9504552126,0.6307408643,0.6210897493,0.647035594,0.0419210906,2.9,6.1173371887,0.6861296248,1.5533976364
10/30/17,673229,2834632,0.110847812,3.4456440258,0.2535337901,0.6919239473,0.2401108897,0.9803700137,0.6553192806,0.6144985509,0.6304239488,0.0457191391,3.01,5.635947361,0.6823556113,1.593704915
10/30/17,673239,2834643,0.0187040348,5.2280544341,0.3100583069,0.8238133118,0.2343782894,1.1009670794,0.5467198081,0.8417784795,0.7231325507,0.0299401804,2.77,10.3701072931,0.8990536146,1.6700420082
10/30/17,673261,2834678,0.0939201832,3.7080511951,0.2581485784,0.7276058507,0.2357963187,0.9514537668,0.6389657211,0.6330541992,0.6490402818,0.0405874798,3.16,6.3884636879,0.6972293329,1.590778656
10/30/17,673268,2834695,0.0076446295,5.0751485586,0.2977306277,0.8372592747,0.2180778511,1.0161705792,0.5044907913,0.7922100067,0.7169351071,0.0263649259,2.87,11.304269886,0.8493337721,1.5556117833
10/30/17,673281,2835115,0.0066152028,5.2134454489,0.298446846,0.839528957,0.2356389336,1.0193476081,0.5418630302,0.7950898468,0.7223311394,0.0260199442,2.65,11.4735103607,0.8537466407,1.6969436526
10/30/17,673287,2835125,0.0081846072,4.9356269646,0.2905245614,0.8323971415,0.2522247696,0.9841525936,0.5890082812,0.7632350707,0.7112354159,0.0265374694,2.49,10.9528158188,0.8203118801,1.7932941532
10/30/17,673316,2835142,0.0168868864,4.7204409218,0.2786698532,0.8184430456,0.2408694208,0.940277524,0.5895115948,0.7155683661,0.7021213961,0.0278188024,2.87,10.0306460571,0.7734937429,1.708868227
10/30/17,673490,2834917,0.0172865301,5.1606859398,0.3060740066,0.8277919817,0.2115201598,1.0760036612,0.4960808706,0.8257579684,0.7205868053,0.0288647184,3.26,10.6243341064,0.8839038205,1.509068718
10/30/17,673516,2834936,0.012350389,5.1732239914,0.3095912158,0.8374237466,0.213769021,1.0790008426,0.4878007746,0.8399003386,0.7208500648,0.0273982641,3.25,11.3121934891,0.8975069118,1.5204445076
10/30/17,673528,2834940,0.0115879812,5.2482101202,0.3170975164,0.8377465963,0.2197157793,1.1197345853,0.4960415259,0.8700824887,0.7237187713,0.0279767606,2.5,11.359114933,0.9291296095,1.5635748863
11/22/17,672957,2834806,0.0519613868,3.692519927,0.1977890094,0.7648611844,0.2299476057,0.6157498141,0.7783376276,0.7222033799,0.6485613724,0.258587417,2.34,7.5110919635,0.4932320933,1.8277734478
11/22/17,672969,2834815,0.0446799678,3.8892136415,0.2151570876,0.7750428418,0.2318302676,0.6821836332,0.7164144953,0.8047857761,0.6603027503,0.2775931418,2.41,7.8953495502,0.5483518879,1.7553025961
11/22/17,672998,2834846,0.0406100151,3.9131384611,0.198846134,0.7702993155,0.2286259164,0.616066883,0.7768955072,0.7272298336,0.6617010911,0.2581465046,2.53,7.7132502079,0.4964318554,1.8539766431
11/22/17,673010,2834858,0.0675025116,3.8891191946,0.2091177122,0.7500300159,0.2318377677,0.6766214867,0.7621538258,0.7760695252,0.660373441,0.2788200354,2.47,7.0025651322,0.5288360798,1.7940970163
11/22/17,673041,2834886,0.054685023,3.9559879494,0.2290477186,0.7778193235,0.2727296162,0.742117815,0.7864161849,0.8708334923,0.664195497,0.2944728577,2.45,8.0019060707,0.5942437148,1.9932237673
11/22/17,673051,2834898,0.0526361334,4.2175757355,0.2349366037,0.7752159668,0.2623408702,0.772269494,0.7565252698,0.8988341772,0.678296566,0.3030752689,2.49,7.9007370604,0.6142964148,1.9342060685
11/22/17,673167,2834590,0.1109739075,3.2978501638,0.1984828065,0.7089844326,0.240566581,0.6644942621,0.8211055179,0.7255022705,0.6223757366,0.2799185346,2.55,5.8799228827,0.4953797619,1.808061556
11/22/17,673199,2834621,0.0861282301,3.3745526936,0.1969101624,0.7357067532,0.2286590313,0.6344014059,0.7799277736,0.7180246032,0.6278391629,0.2676158258,2.51,6.5706374645,0.4904850291,1.7485587365
11/22/17,673205,2834630,0.0377924792,4.0958218892,0.2307510957,0.7872641226,0.2550920481,0.7411230008,0.7296595474,0.8789327661,0.6718839029,0.2931123286,2.45,8.4074161212,0.5999605914,1.8795963367
11/22/17,673248,2834651,0.0625698057,3.9148246447,0.221438319,0.7650940061,0.2565368503,0.7193343401,0.7785905222,0.8346520185,0.6618354181,0.289427187,2.43,7.5148503304,0.5690338771,1.9115814527
11/22/17,673260,2834664,0.0765609723,3.6335823933,0.2061814968,0.7462546693,0.2369814747,0.6667321424,0.776648081,0.7621082978,0.6449235181,0.2762740801,2.63,6.8838577535,0.5195381012,1.8024038937
11/22/17,673278,2835119,0.1011547243,3.2900676727,0.1881777048,0.7227974981,0.2379264223,0.6064119952,0.8559076637,0.6765031781,0.6218924075,0.260334303,2.18,6.2161625094,0.463625648,1.8717899256
11/22/17,673285,2835129,0.0903297181,3.5409632365,0.2002941762,0.7387904723,0.2573649317,0.6467926125,0.8650495787,0.7341150403,0.6390189429,0.2711029649,2.17,6.65863053,0.5009635846,1.9816151261
11/22/17,673308,2835151,0.1105589944,3.0768069839,0.1724538928,0.7050174117,0.213970027,0.5522831655,0.8613656712,0.6017390037,0.6060421777,0.244625144,2.3,5.7819255066,0.4168374991,1.7831910801
11/22/17,673504,2834908,0.0709125571,3.64701087,0.2034060347,0.738799901,0.2034345675,0.660791235,0.690466671,0.7489114261,0.6457654023,0.2753603268,2.67,6.662547226,0.5107083607,1.5671956968
11/22/17,673511,2834937,0.0527018599,4.127505525,0.214602909,0.7616926312,0.2274402276,0.6910666188,0.7311640183,0.8021507541,0.6735841811,0.2817473829,2.68,7.3946087996,0.5464912494,1.767288363
11/22/17,673520,2834954,0.0411377625,4.1828846296,0.2162450378,0.7720149974,0.226233987,0.6895662963,0.714410154,0.8099588076,0.6765053113,0.2801208615,2.51,7.7767500559,0.5518350164,1.7573892911
